id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
101-Misc-301-Misc,Type1,1,0.7161,1,1,1,1,1,1,1,1,1,0.2582,0,0.4194,1.0,1.0,0.2582,0,both,none,0.0,Y
101-Journal-301-Article,Type1,0.4581,0.0367,0.4581,0.4581,0,0,0.0526,0.2857,0,0,0.1429,0,0,0,0.0,0.0,0,0,one,none,0.0,N
101-Conference-301-Conference,Type1,1,0.7982,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,one,none,0.0,N
101-Proceedings-301-Proceedings,Type1,1,0.7982,1,1,1,1,1,1,1,1,1,0.1235,0,0.2064,1.0,1.0,0.1235,0,both,none,0.0,Y
101-Report-301-TechReport,Type1,0.875,0.3902,0.5337,0.5337,0.5455,0.875,0.0323,0.5455,0.7071,0.6154,0.7906,0.2582,0,0.4194,0.0,1.0,0.1364,0,both,one,0.33333333333333337,N
101-Manual-301-Manual,Type1,1,0.6587,1,1,1,1,1,1,1,1,1,0.126,0,0.3753,1.0,1.0,0.126,0,both,none,0.0,Y
101-TechReport-301-TechReport,Type1,1,0.7256,1,1,1,1,1,1,0.9943,1,1,0.1522,0,0.0798,1.0,1.0,0.1522,0,both,none,0.0,Y
101-Chapter-301-Book,Type1,0.4166,0.1456,0.4166,0.4166,0,0,0,0,0,0,0,0.1202,0,0.3734,0.0,0.0,0.1202,0,both,none,0.0,N
101-Unpublished-301-Unpublished,Type1,1,0.6053,1,1,1,1,1,1,1,1,1,0.126,0,0.3753,1.0,1.0,0.126,0,both,none,0.0,Y
101-Article-301-Article,Type1,1,0.6302,1,1,1,1,1,1,1,1,1,0.1202,0,0.2239,1.0,1.0,0.1202,0,both,none,0.0,Y
101-Booklet-301-Booklet,Type1,1,0.0818,1,1,1,1,1,1,1,1,1,0.126,0,0.3753,1.0,1.0,0.126,0,both,none,0.0,Y
101-Monograph-301-Book,Type1,0.4956,0.0863,0.4956,0.4956,0.2222,0,0,0.2222,0,0,0.375,0.1235,0,0.3745,0.0,0.0,0.1235,0,both,none,0.0,Y
101-InProceedings-301-Proceedings,Type1,0.9583,0.7782,0.5516,0.5516,0.7857,0.9583,0.775,0.7857,0.7583,0.8571,1,0.1202,0,0.3734,0.0,1.0,0.1202,0,both,none,0.0,N
101-Book-301-Book,Type1,1,0.0818,1,1,1,1,1,1,1,1,1,0.2582,0,0.4194,1.0,1.0,0.0981,0,both,one,0.33333333333333337,Y
101-InBook-301-Book,Type1,0.9,0.1766,0.5289,0.5289,0.5714,0.9,0.5263,0.5714,0.7583,0.5714,0.7071,0.1202,0,0.3734,0.0,1.0,0.1202,0,both,none,0.0,N
101-Publisher-301-Unpublished,Type2,0.8796,0.8296,0.2853,0.2853,0.7273,0.8796,0.0323,0.7273,0,0.75,0.8889,0.0351,0,0.0408,0.0,0.0,0.0351,0,both,none,0.0,N
101-PhdThesis-301-Phdthesis,Type2,1,0.3296,0,0,0.9,1,0.8214,0.9,0,0.6667,1,0.036,0,0.0899,0.3333333333333333,0.6666666666666666,0.036,0,both,none,0.0,Y
101-Collection-301-Incollection,Type2,0.9545,0.8545,0,0,0.8333,0.9545,0.0588,0.8333,0,0.8889,1,0.1235,0,0.3745,0.0,1.0,0.1235,0,both,none,0.0,N
101-MastersThesis-301-Mastersthesis,Type2,1,0.3296,0,0,0.9286,1,0.875,0.9286,0,0.7826,1,0.036,0,0.0991,0.5384615384615384,0.46153846153846156,0.036,0,both,none,0.0,Y
101-InProceedings-301-Inproceedings,Type2,1,0.0417,0,0,0.9286,1,0.875,0.9286,0,0.7826,1,0.1202,0,0.3734,0.15384615384615385,0.8461538461538461,0.1202,0,both,none,0.0,Y
101-InBook-301-Inbook,Type2,1,0.1,0,0,0.8571,1,0.7368,0.8571,0,0.4444,1,0.1202,0,0.3734,0.3333333333333333,0.6666666666666666,0.1202,0,both,none,0.0,Y
101-InCollection-301-Incollection,Type2,1,0.9,0,0,0.9231,1,0.8649,0.9231,0,0.7619,1,0.1202,0,0.3734,0.16666666666666666,0.8333333333333334,0.1202,0,both,none,0.0,Y
101-Part-301-Entry,Type4,0.5,0.3709,0.1202,0.1202,0.2,0,0,0.2,0,0,0.25,0,1,0.3333,0.0,0.0,0.3424,0.2163,one,both,0.16666666666666663,Y
101-Report-301-Entry,Type4,0.5,0.2249,0.1522,0.1522,0.3333,0,0.0625,0.3333,0,0,0.2,0,1,0.3333,0.0,0.0,0.2572,0.1208,one,both,0.16666666666666663,Y
101-Informal-301-Entry,Type4,0.5,0.3709,0.126,0.126,0.25,0,0,0.25,0,0,0.2,0,1,0.3333,0.0,0.0,0.3309,0.2182,one,both,0.16666666666666663,Y
101-Book-301-Entry,Type4,0.5,-0.4182,0.1235,0.1235,0,0,0,0,0,0,0,0,1,0.3333,0.0,0.0,0.234,0.1358,one,both,0.16666666666666663,N
101-Publisher-302-Publication,Type1,0.7152,0.334,0.5412,0.5412,0.4545,0.7152,0.4194,0.4545,0,0.375,0.5556,0.202,0,0.0673,0.5555555555555556,0.0,0.1171,-0.125,both,one,0.33333333333333337,N
101-Misc-302-Misc,Type1,1,0.8829,1,1,1,1,1,1,1,1,1,0.212,0,0.404,1.0,1.0,0.212,0,both,none,0.0,Y
101-Journal-302-Publication,Type1,0.5273,0.0692,0.5273,0.5273,0.0909,0,0,0.1818,0,0,0.1429,0,0,0,0.0,0.0,0,0,one,one,0.33333333333333337,N
101-Proceedings-302-Proceedings,Type1,1,0.0417,1,1,1,1,1,1,1,1,1,0.3791,0,0.2968,1.0,1.0,0.3791,0,both,none,0.0,Y
101-Report-302-TechReport,Type1,0.875,0.3902,0.5337,0.5337,0.5455,0.875,0.0323,0.5455,0.7071,0.6154,0.7906,0.212,0,0.404,0.0,1.0,0.1725,0,both,one,0.33333333333333337,N
101-PhdThesis-302-PhdThesis,Type1,1,0.3296,1,1,1,1,1,1,0.9988,1,1,0.1828,0,0.3943,1.0,1.0,0.1828,0,both,none,0.0,Y
101-TechReport-302-TechReport,Type1,1,0.7256,1,1,1,1,1,1,0.9943,1,1,0.3233,0,0.1419,1.0,1.0,0.3233,0,both,none,0.0,Y
101-Chapter-302-Book,Type1,0.4166,0.1456,0.4166,0.4166,0,0,0,0,0,0,0,0.0347,0,0.3449,0.0,0.0,0.0347,0,both,none,0.0,N
101-Collection-302-InCollection,Type1,0.9545,0.7344,0.5114,0.5114,0.7692,0.9545,0.0541,0.7692,0.8681,0.8421,0.9354,0.3791,0,0.4597,0.0,1.0,0.3791,0,both,none,0.0,N
101-Article-302-Article,Type1,1,0.5765,1,1,1,1,1,1,1,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,-0.0473,both,none,0.0,Y
101-Booklet-302-Book,Type1,0.9182,0.6465,0.4907,0.4907,0.5714,0.9182,0.5263,0.5714,0,0.5714,1,0.0697,0,0.1256,1.0,0.0,0.0697,0,both,none,0.0,N
101-MastersThesis-302-MastersThesis,Type1,1,0.3296,1,1,1,1,1,1,0.9988,1,1,0.1828,0,0.3943,1.0,1.0,0.1828,0,both,none,0.0,Y
101-Monograph-302-Book,Type1,0.4956,0.1165,0.4956,0.4956,0.2222,0,0,0.2222,0,0,0.375,0.3791,0,0.4597,0.0,0.0,0.3791,0,both,none,0.0,Y
101-InProceedings-302-InProceedings,Type1,1,0.0417,1,1,1,1,1,1,0.999,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-Book-302-Book,Type1,1,0.1,1,1,1,1,1,1,1,1,1,0.212,0,0.404,1.0,1.0,0.2301,0,both,one,0.33333333333333337,Y
101-InBook-302-InBook,Type1,1,0.3899,1,1,1,1,1,1,0.999,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-InCollection-302-InCollection,Type1,1,0.3899,1,1,1,1,1,1,0.9819,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-Part-302-Publication,Type4,0.5706,0.3589,0.0347,0.0347,0.1818,0.05,0.0323,0.2727,0,0,0.375,0.1412,1,0.3804,0.25,0.0,0.6463,0.439,both,both,0.0,Y
101-Institution-302-Publication,Type4,0.468,0.1974,0.2421,0.2421,0.4545,0.468,0,0.4545,0,0.2222,0.3636,0.206,0.3811,0.1957,0.0,0.36363636363636365,0.1528,-0.1295,both,both,0.0,N
101-Reference-302-Publication,Type4,0.5,0.3105,0.212,0.212,0,0,0,0.0909,0,0,0.1111,0,1,0.3333,0.0,0.0,0.4476,0.3009,one,both,0.16666666666666663,N
101-Academic-302-Publication,Type4,0.5706,0.4646,0.1828,0.1828,0.0909,0,0,0.2727,0,0,0.25,0.1412,1,0.3804,0.0,0.0,0.3899,0.2579,both,both,0.0,Y
101-Report-302-Publication,Type4,0.5706,0.4646,0.3233,0.3233,0.0909,0,0.0323,0.1818,0,0,0.1667,0.1412,1,0.3804,0.0,0.0,0.2819,0.1094,both,both,0.0,Y
101-Informal-302-Publication,Type4,0.3159,0.1455,0.0697,0.0697,0.0909,0,0,0.1818,0,0,0.1875,0.1412,0.4907,0.2106,0.0,0.0,0.2525,0.041,both,both,0.0,Y
101-Book-302-Publication,Type4,0.5706,0.3832,0.3791,0.3791,0.1818,0,0,0.1818,0,0,0.25,0.1412,1,0.3804,0.0,0.0,0.3967,0.1666,both,both,0.0,N
101-Publisher-303-Publication,Type1,0.7152,0.334,0.5412,0.5412,0.4545,0.7152,0.4194,0.4545,0,0.375,0.5556,0,0,0,0.5555555555555556,0.0,0.0944,-0.1477,one,one,0.5,N
101-Institution-303-University,Type1,0.5,-0.4196,0.4628,0.4628,0.1818,0,0.0645,0.3636,0,0,0.25,1,0,0.3333,0.0,0.0,0.4349,0,both,one,0.33333333333333337,N
101-Misc-303-Misc,Type1,1,0.7161,1,1,1,1,1,1,1,1,1,0.212,0,0.404,1.0,1.0,0.212,0,both,none,0.0,Y
101-Journal-303-Publication,Type1,0.5273,0.0692,0.5273,0.5273,0.0909,0,0,0.1818,0,0,0.1429,0,0,0,0.0,0.0,0,0,none,one,0.5,N
101-Conference-303-Conference,Type1,1,0.4197,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,one,none,0.0,Y
101-Proceedings-303-Proceedings,Type1,1,0.0417,1,1,1,1,1,1,1,1,1,0.3791,0,0.2968,1.0,1.0,0.3791,0,both,none,0.0,Y
101-Academic-303-University,Type1,0.6317,-0.2969,0.6317,0.6317,0.2,0,0,0.2,0,0,0.125,0.0821,0,0.1147,0.0,0.0,0.0289,-0.2642,both,one,0.33333333333333337,N
101-Report-303-Report,Type1,1,0.1842,1,1,1,1,1,1,1,1,1,0.212,0.6182,0.6101,1.0,1.0,0.553,0.2265,both,both,0.0,Y
101-PhdThesis-303-Thesis,Type1,0.9,0.2104,0.6672,0.6672,0.6,0.9,0.5714,0.6,0.6278,0.6667,0.8165,0.1828,0,0.1408,0.0,1.0,0.153,-0.1282,both,one,0.33333333333333337,N
101-Manual-303-Manual,Type1,1,0.6587,1,1,1,1,1,1,1,1,1,0.0697,0,0.3566,1.0,1.0,0.0697,0,both,none,0.0,Y
101-LectureNotes-303-Lecture,Type1,0.9211,0.6228,0.5729,0.5729,0.5385,0.9211,0.5135,0.5385,0.7071,0.625,0.7746,0.1489,0,0.1564,1.0,0.0,0.1489,0.0792,both,none,0.0,N
101-PersonList-303-Person,Type1,0.925,0.6871,0.5359,0.5359,0.5455,0.925,0.5161,0.5455,0.7071,0.6154,0.7906,0,0,0,1.0,0.0,0.0208,-0.0257,one,one,0.6666666666666667,N
101-TechReport-303-TechnicalReport,Type1,0.94,0.3002,0.6182,0.6182,0.6875,0.94,0.2174,0.6875,0.4143,0.6087,1,1,0,0.3797,0.36363636363636365,0.6363636363636364,1,0,both,none,0.0,Y
101-Chapter-303-Book,Type1,0.4166,0.0365,0.4166,0.4166,0,0,0,0,0,0,0,0.0347,0,0.3449,0.0,0.0,0.0347,-0.0557,both,none,0.0,N
101-Unpublished-303-Unpublished,Type1,1,0.6053,1,1,1,1,1,1,1,1,1,0.0697,0,0.3566,1.0,1.0,0.0697,0,both,none,0.0,Y
101-School-303-Student,Type1,0.6056,0.0975,0.6056,0.6056,0.1429,0.05,0.0526,0.1429,0,0,0.1667,0.2947,0,0.1356,0.16666666666666666,0.0,0.2907,-0.14,both,one,0.33333333333333337,N
101-Collection-303-InCollection,Type1,0.9545,0.4469,0.5114,0.5114,0.7692,0.9545,0.0541,0.7692,0.8088,0.8421,0.9354,0.3791,0,0.4597,0.0,1.0,0.3791,0.2319,both,none,0.0,N
101-Organization-303-Organization,Type1,1,0.4547,1,1,1,1,1,1,1,1,1,0,0.4628,0.1543,1.0,1.0,0.2719,-0.1587,none,both,0.16666666666666669,N
101-Article-303-Article,Type1,1,0.5152,1,1,1,1,1,1,1,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,-0.0134,both,none,0.0,Y
101-Person-303-Person,Type1,1,0.5903,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.6666666666666667,N
101-Booklet-303-Booklet,Type1,1,0.0818,1,1,1,1,1,1,1,1,1,0.0697,0,0.3566,1.0,1.0,0.0697,0,both,none,0.0,Y
101-MastersThesis-303-MasterThesis,Type1,0.988,0.1722,0.8157,0.8157,0.9286,0.988,0.875,0.9286,0.3692,0.7826,1,0.2812,0,0.2375,0.46153846153846156,0.5384615384615384,0.2812,0.1282,both,none,0.0,Y
101-Monograph-303-Book,Type1,0.4956,0.0618,0.4956,0.4956,0.2222,0,0,0.2222,0,0,0.375,0.3791,0,0.4597,0.0,0.0,0.3791,0.1647,both,none,0.0,N
101-InProceedings-303-InProceedings,Type1,1,0.0417,1,1,1,1,1,1,0.9999,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-Book-303-Book,Type1,1,0.1,1,1,1,1,1,1,1,1,1,0.212,0,0.404,1.0,1.0,0.2301,0,both,one,0.33333333333333337,Y
101-InBook-303-InBook,Type1,1,0.3899,1,1,1,1,1,1,0.9999,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-InCollection-303-InCollection,Type1,1,0.3899,1,1,1,1,1,1,0.9967,1,1,0.0347,0,0.3449,1.0,1.0,0.0347,0,both,none,0.0,Y
101-Publisher-303-Unpublished,Type2,0.8796,0.1644,0.2853,0.2853,0.7273,0.8796,0.0323,0.7273,0,0.75,0.8889,0.2421,0,0.1198,0.0,0.0,0.2421,0.1477,both,none,0.0,N
101-Institution-303-Institute,Type2,0.9196,0.4034,0.4415,0.4415,0.7273,0.9196,0.7097,0.7273,0,0.75,0.8889,1,0,0.3333,0.8888888888888888,0.0,0.4349,0.1526,both,one,0.33333333333333337,N
101-Academic-303-AcademicStaff,Type2,0.9286,0.6969,0.591,0.591,0.5714,0.9286,0.55,0.5714,0.8088,0.6667,0.7746,0,0.3496,0.1715,1.0,0.0,0.2931,0.0776,both,both,0.08333333333333337,N
101-PhdThesis-303-PhDThesis,Type2,1,0.1,0.4313,0.4313,0.9091,1,0.1613,0.9091,0.3312,0.7059,1,0.2812,0,0.3657,0.2,0.8,0.2812,0.1282,both,none,0.0,Y
101-Publisher-303-University,Type4,0.2153,0,0.1561,0.1561,0.1,0,0.0357,0.4,0,0,0.2222,0.4306,0,0.2255,0.0,0.0,0.4306,0,both,none,0.0,N
101-Part-303-Publication,Type4,0.5,0.2448,0.0347,0.0347,0.1818,0.05,0.0323,0.2727,0,0,0.375,0,1,0.3333,0.25,0.0,0.7465,0.5104,one,both,0.16666666666666663,N
101-Reference-303-Publication,Type4,0.5,0.1841,0.212,0.212,0,0,0,0.0909,0,0,0.1111,0,1,0.3333,0.0,0.0,0.5112,0.2956,none,both,0.0,Y
101-Academic-303-Thesis,Type4,0.5139,0.1803,0.2812,0.2812,0.25,0,0,0.25,0,0,0.1667,0.212,0.8157,0.6759,0.0,0.0,0.5308,0.2649,both,both,0.0,N
101-PhdThesis-303-Lecturer,Type4,0.3294,0.0339,0.3294,0.3294,0.1,0,0,0.2,0,0,0.1179,0.591,0,0.251,0.0,0.0,0.591,0.2709,both,none,0.0,N
101-Informal-303-Publication,Type4,0.5,0.2135,0.0697,0.0697,0.0909,0,0,0.1818,0,0,0.1875,0,1,0.3333,0.0,0.0,0.4169,0.0931,one,both,0.16666666666666663,N
101-TechReport-303-ProjectReport,Type4,0.6398,-0.3002,0.5423,0.5423,0.6429,0.6398,0.05,0.6429,0.4991,0.4762,0.75,1,0,0.3777,0.0,0.6363636363636364,1,0,both,none,0.0,N
101-Deliverable-303-ProjectReport,Type4,0.5,0,0.1391,0.1391,0.0714,0,0,0.2143,0,0,0.1606,1,0,0.5394,0.0,0.0,1,0,both,none,0.0,N
101-School-303-University,Type4,0.5081,0.2623,0.5081,0.5081,0,0,0,0.1,0,0,0.1667,0.4306,0,0.2006,0.0,0.0,0.4306,0,both,none,0.0,Y
101-MastersThesis-303-Lecturer,Type4,0.3496,0.0541,0.3496,0.3496,0.2143,0,0,0.2143,0,0,0.2542,0.591,0,0.2415,0.0,0.0,0.591,0.2709,both,none,0.0,N
101-Book-303-Publication,Type4,0.5,0.1157,0.3791,0.3791,0.1818,0,0,0.1818,0,0,0.25,0,1,0.3333,0.0,0.0,0.4486,0.184,one,both,0.16666666666666663,N
101-Publisher-304-Publisher,Type1,1,0.0424,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,-0.0919,one,none,0.0,Y
101-Part-304-Part,Type1,1,0.1667,1,1,1,1,1,1,1,1,1,0.2582,1,0.7527,1.0,1.0,0.7661,0.519,both,both,0.0,Y
101-Institution-304-Institution,Type1,1,0.549,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,one,one,0.33333333333333337,Y
101-Misc-304-Misc,Type1,1,0.7161,1,1,1,1,1,1,1,1,1,0.1261,0,0.2199,1.0,1.0,0.1261,0,both,none,0.0,Y
101-Journal-304-Journal,Type1,1,0.4575,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,Y
101-Proceedings-304-Proceedings,Type1,1,0.0417,1,1,1,1,1,1,1,1,1,0,0,0.1652,1.0,1.0,0,-0.0434,both,none,0.0,Y
101-Academic-304-Academic,Type1,1,0.5092,1,1,1,1,1,1,1,1,1,0.2582,0.6672,0.6418,1.0,1.0,0.5811,0.5811,both,both,0.0,Y
101-Report-304-TechReport,Type1,0.875,0.3902,0.5337,0.5337,0.5455,0.875,0.0323,0.5455,0.7071,0.6154,0.7906,0.1261,0,0.3754,0.0,1.0,0.1082,-0.0902,both,one,0.33333333333333337,N
101-PhdThesis-304-PhdThesis,Type1,1,0.1,1,1,1,1,1,1,0.9978,1,1,0.2812,0,0.4271,1.0,1.0,0.2812,-0.117,both,none,0.0,Y
101-Informal-304-Informal,Type1,1,0.7723,1,1,1,1,1,1,1,1,1,0.2582,1,0.7527,1.0,1.0,0.6062,0.4674,both,both,0.0,Y
101-Manual-304-Manual,Type1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,1,0,both,none,0.0,Y
101-LectureNotes-304-LectureNotes,Type1,1,0.6967,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.5795,0.5795,both,none,0.0,Y
101-PersonList-304-PersonList,Type1,1,0.2143,1,1,1,1,1,1,1,1,1,1,0,0.3333,1.0,1.0,1,0.4641,both,none,0.0,Y
101-TechReport-304-TechReport,Type1,1,0.7256,1,1,1,1,1,1,0.9943,1,1,0.1275,0,0.3758,1.0,1.0,0.1275,-0.0799,both,none,0.0,Y
101-Deliverable-304-Deliverable,Type1,1,0.7563,1,1,1,1,1,1,1,1,1,0.1275,0,0.3758,1.0,1.0,0.1275,-0.0118,both,none,0.0,Y
101-List-304-List,Type1,1,0.2143,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,1,0.4641,none,both,0.0,N
101-Chapter-304-Chapter,Type1,1,0.5834,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0.1705,0.1178,one,one,0.5,N
101-Unpublished-304-Unpublished,Type1,1,0.05,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,1,0.9025,both,none,0.0,Y
101-School-304-School,Type1,1,0.5092,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,-0.09,one,none,0.0,Y
101-Collection-304-Collection,Type1,1,0.0455,1,1,1,1,1,1,1,1,1,1,0,0.6333,1.0,1.0,1,0.5834,both,none,0.0,Y
101-Organization-304-Organization,Type1,1,0.549,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.6666666666666667,N
101-Article-304-Article,Type1,1,0.5206,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.5328,0.2882,both,none,0.0,Y
101-Person-304-Person,Type1,1,0.075,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,N
101-Booklet-304-Booklet,Type1,1,0.0818,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,1,0.938,both,none,0.0,Y
101-Date-304-Date,Type1,1,0.1588,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.5,Y
101-MastersThesis-304-MastersThesis,Type1,1,0.3296,1,1,1,1,1,1,0.9978,1,1,0.2812,0,0.4271,1.0,1.0,0.2812,0,both,none,0.0,Y
101-Monograph-304-Monography,Type1,0.9842,0.4886,0,0.9,0.9,0.9842,0.8929,0.9,0,0.9333,1,1,0,0.6667,1.0,0.0,1,0.8481,both,none,0.0,Y
101-PageRange-304-PageRange,Type1,1,0.6914,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,Y
101-InProceedings-304-InProceedings,Type1,1,0.0417,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,1,0.9687,both,none,0.0,Y
101-Book-304-Book,Type1,1,0.1,1,1,1,1,1,1,1,1,1,0.2256,1,0.5824,1.0,1.0,0.622,0.4253,both,both,0.08333333333333337,Y
101-InBook-304-InBook,Type1,1,0.3104,1,1,1,1,1,1,0.9972,1,1,0.1365,0,0.3788,1.0,1.0,0.1365,-0.3963,both,none,0.0,Y
101-MotionPicture-304-MotionPicture,Type1,1,0.7788,1,1,1,1,1,1,1,1,1,0.2582,0,0.4194,1.0,1.0,0.2582,0.0598,both,none,0.0,Y
101-InCollection-304-InCollection,Type1,1,0.3899,1,1,1,1,1,1,1,1,1,0.1365,0,0.3788,1.0,1.0,0.1365,0,both,none,0.0,Y
101-Publisher-304-Thesis,Type4,0.2055,0,0.0915,0.0915,0.2222,0,0,0.2222,0,0,0.3333,0.411,0,0.1618,0.0,0.0,0.2208,-0.0455,both,one,0.25,N
101-Institution-304-Entry,Type4,0.2454,0.0234,0.0351,0.0351,0.1818,0,0,0.1818,0,0,0.3,0,0.4908,0.1636,0.0,0.0,0.2143,-0.0327,one,both,0.16666666666666663,N
101-Reference-304-Informal,Type4,0.5,0,0.1261,0.1261,0.2222,0,0,0.2222,0,0,0.125,0,1,0.3333,0.0,0.0,0.4224,0.0043,one,both,0.16666666666666663,N
101-Proceedings-304-Collection,Type4,0.5,0,0.0716,0.0716,0.1818,0,0.0323,0.3636,0,0,0.15,1,0,0.6333,0.0,0.0,1,0,both,none,0.0,N
101-Academic-304-Thesis,Type4,0.5454,-0.4546,0.2812,0.2812,0.25,0,0,0.25,0,0,0.1667,0.0907,1,0.463,0.0,0.0,0.8562,0.2752,both,both,0.08333333333333337,N
101-Report-304-Informal,Type4,0.6291,0.3628,0.1275,0.1275,0.25,0,0,0.25,0,0,0.3333,0.2582,1,0.7527,0.0,0.0,0.4487,0.2074,both,both,0.0,N
101-PhdThesis-304-Thesis,Type4,0.9,0.4,0.6672,0.6672,0.6,0.9,0.5714,0.6,0.6278,0.6667,0.8165,1,0,0.4238,0.0,1.0,0.3982,-0.1813,both,one,0.25,N
101-Informal-304-Academic,Type4,0.6291,-0.3709,0.159,0.159,0.125,0,0.0455,0.125,0,0,0.125,0.2582,1,0.7527,0.0,0.0,0.5008,-0.1053,both,both,0.0,N
101-LectureNotes-304-Manual,Type4,0.5,0,0.0729,0.0729,0.0769,0,0,0.0769,0,0,0.1915,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
101-TechReport-304-Book,Type4,0.2074,-0.0671,0.1291,0.1291,0.0909,0,0,0.0909,0,0,0.1768,0.4148,0,0.1528,0.0,0.0,0.1588,-0.0486,both,one,0.25,N
101-Deliverable-304-Book,Type4,0.2074,0,0.0332,0.0332,0,0,0.0323,0.0909,0,0,0.25,0.4148,0,0.2297,0.0,0.0,0.1588,-0.0486,both,one,0.25,N
101-Chapter-304-InProceedings,Type4,0.5,0,0.1288,0.1288,0.1429,0,0,0.1429,0,0,0.101,1,0,0.6667,0.0,0.0,1,0.4672,both,none,0.0,N
101-Unpublished-304-Manual,Type4,0.5,0,0.1619,0.1619,0.1818,0,0,0.2727,0,0,0.25,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
101-School-304-Thesis,Type4,0.2055,0,0.1049,0.1049,0,0,0,0.1667,0,0,0.1667,0.411,0,0.1691,0.0,0.0,0.2208,-0.0455,both,one,0.25,N
101-Organization-304-Entry,Type4,0.2055,0.1128,0.0628,0.0628,0.1667,0,0,0.1667,0,0,0.2,0,0.411,0.137,0.0,0.0,0.1312,-0.0896,none,both,0.16666666666666669,N
101-Article-304-InProceedings,Type4,0.5,-0.5,0.0596,0.0596,0.1429,0,0.025,0.2143,0,0,0.4226,1,0,0.5437,0.0,0.0,1,0.4672,both,none,0.0,N
101-Booklet-304-Manual,Type4,0.5,0,0.3413,0.3413,0,0,0,0.1429,0,0,0.1667,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
101-MastersThesis-304-Thesis,Type4,0.8158,0.3158,0.6564,0.6564,0.4286,0.8158,0.35,0.4286,0.6278,0.5,0.8165,1,0,0.4238,0.0,1.0,0.3982,-0.1813,both,one,0.25,N
101-Monograph-304-Collection,Type4,0.5,-0.4842,0.2977,0.2977,0.1,0,0,0.2,0,0,0.2222,1,0,0.3333,0.0,0.0,1,0,both,none,0.0,N
101-Book-304-Composite,Type4,0.6291,-0.3709,0,0,0.2222,0,0,0.2222,0,0,0.25,0.2582,1,0.7527,0.0,0.0,0.4935,-0.1285,both,both,0.0,N
101-InBook-304-InProceedings,Type4,0.5516,0.0516,0.5516,0.5516,0.2857,0.15,0.175,0.2857,0.4264,0.1176,0.7906,1,0,0.6667,0.42857142857142855,0.0,1,0.4672,both,none,0.0,N
101-InCollection-304-InProceedings,Type4,0.5516,0.0516,0.5516,0.5516,0.3571,0.15,0.175,0.5,0.4264,0.087,0.9354,1,0,0.6667,0.23076923076923078,0.0,1,0.4672,both,none,0.0,N
